,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
3671, Domodedovskaia ,62000,14,walk,developer,50,41,8,16,3,80,56,10
3672, Begovaia ,135000,6,walk,developer,0,63,12,36,3,85,55,20
3673, Nekrasovka ,52000,11,transport,developer,50,19,15,25,2,60,36,10
3674, Krasnopresnenskaia ,230000,12,walk,owner,0,51,6,8,4,125,82,22
3675, Bagrationovskaia ,110000,13,walk,developer,50,25,2,28,1,64,64,64
3676, Rasskazovka ,43000,20,walk,developer,50,9,17,17,1,40,20,10
3677, Shelepikha ,95000,14,walk,developer,50,2,24,48,2,52,33,9
3678, Kuntcevskaia ,36000,14,walk,developer,100,5,1,5,1,64,64,64
3679,No data,135000,0,walk,developer,40,56,3,20,2,48,32,8
3680,No data,70000,0,walk,developer,100,25,16,22,1,40,20,10
3681, Tcaritcyno ,38000,8,transport,developer,60,1,2,12,2,53,36,9
3682, Bratislavskaia ,50000,21,walk,developer,50,24,6,25,1,37,20,9
3683, Mezhdunarodnaia ,200000,5,walk,developer,0,144,11,78,2,64,64,64
3684,No data,70000,0,walk,developer,50,42,9,20,2,65,35,10
3685, Ramenki ,68000,5,walk,developer,50,14,17,17,2,53,33,8
3686,No data,65000,0,walk,developer,50,8,15,16,1,55,25,15
3687,No data,41000,0,walk,developer,40,35,8,16,1,42,20,10
3688, Iugo-Vostochnaia ,32000,17,walk,developer,50,12,12,12,1,64,64,64
3689, Narodnoe Opolchenie ,58000,27,walk,developer,40,0,19,22,2,64,64,64
3690, Aviamotornaia ,38000,14,walk,developer,0,13,5,5,1,32,18,7
3691, Medvedkovo ,47000,16,walk,developer,50,6,10,17,1,33,18,7
3692, Belomorskaia ,25000,7,walk,developer,100,20,22,22,1,64,64,64
3693, Altufevo ,59000,22,walk,developer,50,5,8,16,2,52,33,9
3694,No data,40000,0,walk,developer,50,29,5,9,1,47,14,18
3695, Kuzminki ,45000,12,transport,developer,50,34,9,25,1,44,21,11
3696, Slavianskii bulvar ,70000,10,walk,developer,0,9,15,22,2,55,35,7
3697, Mitino ,57750,11,walk,agency,0,56,5,20,1,64,64,64
3698, Ramenki ,100000,9,walk,developer,50,15,10,12,2,76,38,10
3699,No data,38000,0,walk,developer,50,28,13,17,1,35,19,8
3700, Begovaia ,135000,5,walk,agency,0,2,30,44,3,110,75,15
3701, Novoperedelkino ,45000,10,walk,developer,50,14,1,14,1,40,20,10
3702, Kuzminki ,52000,13,transport,owner,0,4,16,17,3,64,64,64
3703, Kommunarka ,60000,11,transport,owner,0,34,5,12,2,71,70,16
3704, Vodnyi stadion ,65000,7,walk,developer,50,22,14,26,2,64,64,64
3705,No data,45000,0,walk,developer,50,3,1,5,1,45,23,9
3706, Lermontovskii prospekt ,43000,13,walk,developer,50,9,10,10,1,39,19,9
3707,No data,72000,0,walk,agency,0,3,3,4,1,64,64,64
3708,No data,69000,0,walk,developer,50,22,13,14,1,37,19,8
3709, Pervomaiskaia ,52000,1,walk,developer,50,2,3,5,2,44,32,6
3710, Fili ,70000,21,walk,developer,59,4,24,28,1,30,18,7
3711,No data,40000,0,walk,developer,0,8,12,14,1,38,19,9
3712, Riazanskii prospekt ,33000,5,walk,developer,70,38,1,12,1,35,20,10
3713, Elektrozavodskaia ,43000,9,walk,developer,50,7,3,9,1,33,18,7
3714, Kuzminki ,58000,13,transport,developer,50,24,14,23,2,60,37,10
3715, Riazanskii prospekt ,44000,10,walk,developer,50,26,4,5,2,46,32,6
3716, Okhotnyi riad ,65000,2,walk,agency,50,27,15,23,1,35,20,8
3717, Iugo-Zapadnaia ,70000,16,walk,agency,50,32,6,21,2,75,39,14
3718, Sokolniki ,49000,16,walk,agency,50,38,1,12,2,45,31,6
3719,No data,68000,0,walk,agency,50,34,4,9,2,58,34,10
3720, Bulvar Rokossovskogo ,60000,7,walk,agency,50,9,9,31,1,25,10,5
3721, Chistye prudy ,500000,6,walk,agency,0,50,3,6,4,200,95,20
3722, Ramenki ,60000,11,walk,agency,50,27,7,17,1,40,19,8
3723, Salarevo ,60000,19,walk,agency,50,42,15,25,1,4,12,11
3724, Elektrozavodskaia ,100000,12,walk,agency,0,30,5,14,2,54,30,14
3725, Okhotnyi riad ,135000,2,walk,agency,0,5,21,23,3,80,55,11
3726, Perovo ,49000,19,walk,agency,50,2,1,8,1,30,19,6
3727, Prospekt Vernadskogo ,50000,7,walk,agency,50,20,5,10,1,64,64,64
3728, Bagrationovskaia ,72000,13,walk,agency,50,34,7,13,1,32,20,9
3729, Iugo-Zapadnaia ,110000,17,walk,agency,50,5,13,16,3,77,46,12
3730, Prospekt Vernadskogo ,60000,17,walk,agency,50,8,1,5,2,1,31,6
3731, Preobrazhenskaia ploshchad ,50000,17,walk,agency,50,29,7,9,1,38,22,8
3732, Preobrazhenskaia ploshchad ,50000,15,walk,agency,50,12,8,9,2,45,27,6
3733, Aviamotornaia ,65000,15,walk,agency,50,9,6,16,2,40,23,5
3734, Prospekt Vernadskogo ,58000,5,walk,agency,50,17,9,10,1,64,64,64
3735, Fili ,110000,15,walk,agency,50,1,8,21,2,60,45,10
3736, Michurinskii prospekt ,100000,12,walk,agency,25,9,5,24,2,70,44,17
3737, Olkhovaia ,52500,15,transport,agency,0,16,2,14,2,64,64,64
3738,No data,110000,0,transport,developer,50,19,16,22,2,64,45,16
3739,No data,53000,0,transport,developer,50,36,9,12,1,41,20,9
3740,No data,50000,0,transport,developer,50,27,1,10,1,45,22,8
3741, Rechnoi vokzal ,35000,9,walk,owner,0,0,2,9,1,64,64,64
3742, Lomonosovskii prospekt ,65000,13,walk,developer,50,8,5,8,2,48,33,8
3743, Tushinskaia ,26000,14,walk,developer,50,28,3,5,1,64,64,64
3744, Babushkinskaia ,40000,14,transport,developer,50,5,13,20,1,30,17,5
3745,No data,109000,0,transport,developer,0,55,15,22,3,120,62,15
3746, Profsoiuznaia ,41000,16,walk,agency,100,4,2,9,1,64,64,64
3747,No data,60000,0,walk,developer,50,5,1,18,2,72,40,12
3748, Lermontovskii prospekt ,67000,12,walk,owner,0,3,20,27,2,90,57,15
3749, Narodnoe Opolchenie ,140000,3,transport,developer,0,0,5,17,3,64,64,64
3750,No data,95000,0,transport,agency,50,26,5,18,3,110,75,20
3751, VDNKh ,200000,22,walk,agency,50,11,19,21,+,64,64,64
3752, Filatov Lug ,32000,25,transport,agency,70,36,9,17,1,45,18,11
3753, Okskaia ,32000,17,walk,agency,50,31,5,5,1,30,15,6
3754, Timiriazevskaia ,100000,10,walk,agency,50,42,8,14,3,116,67,28
3755,No data,65000,0,walk,agency,60,19,5,8,3,65,45,9
3756,No data,500000,0,walk,agency,0,28,28,29,6,296,136,15
3757, Prazhskaia ,30000,14,walk,agency,100,39,2,17,3,80,54,13
3758, Frunzenskaia ,450000,4,walk,agency,0,51,8,12,5,205,147,25
3759, Rasskazovka ,60000,14,walk,agency,60,52,3,20,3,81,45,12
3760, Rasskazovka ,60000,14,walk,agency,60,38,5,20,3,82,45,12
3761, Polezhaevskaia ,60000,13,walk,agency,100,20,3,6,1,50,26,9
3762, Tcaritcyno ,40000,8,walk,agency,50,6,2,12,2,38,22,6
3763, Studencheskaia ,100000,9,walk,agency,20,26,7,7,2,55,35,5
3764, Arbatskaia ,109000,9,walk,agency,20,27,24,25,3,57,37,5
3765, Volokolamskaia ,45000,12,walk,agency,60,21,10,25,1,47,22,12
3766, Dinamo ,50000,14,walk,agency,50,2,6,9,1,32,19,6
3767,No data,100000,0,walk,agency,50,36,18,18,3,87,60,18
3768, Belomorskaia ,49000,7,walk,agency,70,12,3,12,2,64,64,64
3769, Pervomaiskaia ,45000,11,walk,agency,50,23,3,16,1,36,20,10
3770, Proletarskaia ,38000,13,walk,agency,50,26,6,7,1,30,15,6
3771, Kommunarka ,40000,11,walk,agency,50,8,13,15,1,3,19,10
3772, Kantemirovskaia ,50000,15,walk,agency,100,23,5,5,3,53,45,6
3773, Krylatskoe ,45000,4,walk,agency,50,41,16,17,2,64,64,64
3774, Medvedkovo ,31000,21,walk,agency,60,23,3,5,1,28,12,5
3775, Tcaritcyno ,40000,10,walk,agency,60,17,6,9,1,22,13,4
3776, Shelepikha ,50000,6,walk,agency,30,18,3,5,2,40,27,6
3777,No data,150000,0,walk,agency,50,22,4,17,2,67,24,12
3778, Belorusskaia ,50000,7,walk,agency,50,16,7,8,1,45,20,12
3779,No data,50000,0,walk,agency,70,7,4,5,2,7,29,5
3780, Vodnyi stadion ,50000,14,walk,agency,100,4,5,12,2,64,64,64
3781, Bratislavskaia ,50000,19,walk,agency,100,0,9,25,1,37,14,20
3782, Kuntcevskaia ,150000,8,walk,agency,0,4,12,13,+,64,64,64
3783, Beliaevo ,52000,4,walk,agency,50,13,11,17,2,54,32,10
3784, Proletarskaia ,59000,5,walk,agency,100,11,6,9,2,55,31,9
3785, Prospekt Vernadskogo ,41000,9,walk,agency,50,8,6,9,1,33,19,5
3786, Shchelkovskaia ,50000,3,transport,agency,60,0,8,9,3,63,43,8
3787, Medvedkovo ,100000,15,walk,agency,50,1,12,14,4,113,67,10
3788, Filatov Lug ,60000,6,walk,agency,50,5,12,15,3,64,64,64
3789, Riazanskii prospekt ,45000,8,walk,agency,50,9,9,9,1,4,18,8
3790, Ramenki ,100000,13,walk,agency,50,0,17,17,3,110,64,12
3791, Bratislavskaia ,45000,3,transport,agency,50,0,8,12,1,40,20,10
3792, Iugo-Vostochnaia ,42000,13,walk,owner,0,22,7,9,1,33,26,7
3793, Shchukinskaia ,60000,11,walk,developer,50,29,3,18,2,64,64,64
3794, Lesoparkovaia ,45000,12,walk,developer,50,18,5,22,1,45,21,10
3795,No data,60000,0,walk,agency,0,5,4,9,3,64,64,64
3796, Tcaritcyno ,70000,15,transport,developer,50,7,5,11,2,66,37,10
3797, Avtozavodskaia ,48000,10,walk,developer,0,8,1,14,1,38,20,8
3798,No data,40000,0,walk,developer,50,11,8,9,1,34,19,6
3799, Stakhanovskaia ,45000,10,transport,developer,50,21,3,22,1,33,18,7
3800,No data,60000,0,transport,developer,50,5,13,17,2,53,33,8
3801, TcSKA ,97900,11,walk,developer,50,20,6,14,2,47,32,8
3802, Tulskaia ,47000,10,walk,developer,50,32,7,9,1,32,18,7
3803, Novogireevo ,43000,13,transport,developer,50,19,7,17,1,40,20,10
3804,No data,50000,0,transport,developer,50,22,9,17,2,57,36,10
3805,No data,40000,0,transport,developer,50,28,6,9,2,64,64,64
3806, Liublino ,42000,17,transport,developer,50,22,5,14,2,55,34,9
3807, TcSKA ,61000,7,walk,developer,50,8,12,14,1,64,64,64
3808, Novoperedelkino ,35000,12,walk,developer,40,24,6,22,1,64,64,64
3809, Botanicheskii sad ,70000,16,walk,developer,50,29,8,23,1,42,21,10
3810, Kropotkinskaia ,150000,8,walk,developer,40,5,1,3,3,100,70,6
3811, Belomorskaia ,43000,12,walk,developer,50,10,19,19,1,45,21,10
3812, Novoperedelkino ,35000,12,walk,developer,40,24,6,22,1,64,64,64
3813, Rasskazovka ,40000,10,walk,developer,50,7,17,20,1,40,20,10
3814,No data,40000,0,walk,developer,50,32,4,5,2,64,64,64
3815, Fili ,130000,11,walk,developer,50,52,2,14,2,64,64,64
3816, Olkhovaia ,40000,9,transport,developer,70,13,10,18,1,40,19,10
3817, Shosse Entuziastov ,60000,9,walk,developer,50,27,3,9,2,40,29,7
3818, Govorovo ,70000,12,walk,developer,50,19,2,14,2,82,40,13
3819, Piatnitckoe shosse ,60000,11,transport,owner,0,8,16,25,2,57,28,13
3820,No data,110000,0,transport,developer,50,26,4,24,2,60,36,10
3821, Kolomenskaia ,50000,17,walk,developer,50,11,5,16,1,40,20,10
3822, Kuntcevskaia ,59000,19,walk,agency,0,26,17,23,1,64,64,64
3823,No data,25000,0,walk,developer,70,16,4,5,1,32,18,7
3824,No data,70000,0,walk,developer,50,10,3,16,2,45,32,8
3825,No data,40000,0,walk,developer,50,22,5,12,1,64,64,64
3826, Savelovskaia ,70000,10,walk,agency,70,2,4,5,3,9,44,12
3827, Kakhovskaia ,60000,5,walk,developer,50,9,18,21,1,64,64,64
3828, VDNKh ,49000,16,walk,agency,0,8,4,5,1,64,64,64
3829,No data,39000,0,walk,developer,50,42,4,17,1,35,19,9
3830, Okskaia ,45999,14,walk,developer,99,26,3,33,1,64,64,64
3831, Ulitca Starokachalovskaia ,34300,12,walk,agency,0,11,14,18,1,64,64,64
3832, Skhodnenskaia ,45000,14,walk,developer,50,25,8,12,1,35,19,7
3833, Ulitca Starokachalovskaia ,45000,5,walk,developer,50,12,12,17,1,38,19,8
3834, Kolomenskaia ,70000,6,walk,developer,50,13,4,17,2,55,35,10
3835, Marino ,70000,11,walk,developer,50,13,7,14,2,54,35,9
3836,No data,38000,0,walk,developer,50,17,4,16,1,38,20,9
3837, Nagornaia ,40000,10,walk,developer,50,9,12,12,1,38,20,10
3838,No data,57500,0,walk,developer,50,27,4,5,1,64,64,64
3839, Strogino ,50000,20,walk,developer,50,15,10,23,1,38,20,10
3840, Narodnoe Opolchenie ,95000,14,walk,developer,50,15,20,23,+,80,56,10
3841, Novoslobodskaia ,100000,7,walk,developer,50,66,10,10,1,64,64,64
3842, Tushinskaia ,65000,4,walk,agency,0,11,4,5,2,64,64,64
3843, Buninskaia Alleia ,39000,23,transport,developer,50,13,7,17,1,35,19,8
3844, Nekrasovka ,39000,5,walk,developer,50,29,13,25,1,40,20,10
3845,No data,65000,0,walk,developer,0,22,7,12,2,50,30,10
3846,No data,68000,0,walk,developer,50,18,4,5,2,45,32,7
3847, Pervomaiskaia ,32000,12,transport,developer,80,22,6,12,1,40,21,9
3848, Belorusskaia ,110000,4,walk,developer,0,19,1,9,2,64,64,64
3849, Dmitrovskaia ,108500,11,walk,agency,0,5,38,38,2,64,64,64
3850, Bibirevo ,65000,10,walk,developer,50,30,12,20,2,60,36,10
3851, Nekrasovka ,53000,6,walk,developer,50,4,8,25,2,60,33,16
3852, Mezhdunarodnaia ,230000,3,walk,developer,0,132,32,85,2,64,64,64
3853, Paveletckaia ,60000,14,transport,developer,50,10,2,5,2,50,33,7
3854,No data,35000,0,transport,developer,50,8,3,5,1,33,18,6
3855, Borovskoe shosse ,53000,9,walk,developer,50,40,8,17,2,55,35,10
3856, Govorovo ,65000,11,walk,developer,50,6,11,15,2,50,33,10
3857, Nekrasovka ,45000,13,walk,developer,50,7,8,17,2,53,33,9
3858, Novogireevo ,40000,19,walk,developer,0,29,2,12,2,38,24,6
3859,No data,45000,0,walk,developer,50,17,6,12,2,50,39,8
3860, Filatov Lug ,49000,29,transport,agency,60,43,7,9,2,64,64,64
3861,No data,40000,0,transport,developer,50,12,7,16,1,36,19,9
3862, Krasnoselskaia ,70000,9,transport,developer,50,16,3,4,1,64,64,64
3863,No data,41000,0,transport,owner,0,27,6,12,1,64,64,64
3864, Nagatinskaia ,97500,17,walk,agency,0,29,3,33,2,64,64,64
3865, Salarevo ,45000,19,walk,developer,50,39,23,24,1,34,19,8
3866, Oktiabrskoe pole ,50000,2,walk,developer,50,23,2,9,1,35,19,7
3867, Mezhdunarodnaia ,200000,3,walk,developer,0,176,12,85,2,64,64,64
3868, Krasnye vorota ,48000,9,walk,developer,0,44,5,6,1,64,64,64
3869, Altufevo ,60000,14,walk,developer,50,17,11,12,3,65,48,8
3870, Novoiasenevskaia ,65000,17,walk,developer,50,34,6,9,3,68,51,8
3871, Mezhdunarodnaia ,499000,7,walk,developer,0,174,44,75,3,64,64,64
3872, VDNKh ,43000,18,walk,developer,50,26,7,22,+,64,64,64
3873, Vodnyi stadion ,60000,9,walk,developer,50,1,24,28,1,64,64,64
3874,No data,50000,0,walk,developer,0,13,12,12,2,39,26,7
3875, Kakhovskaia ,65000,5,walk,developer,50,9,9,21,1,42,20,10
3876, Otradnoe ,42000,18,walk,owner,0,32,11,12,1,39,18,8
3877, Sokolniki ,105000,5,walk,developer,25,18,6,8,2,75,40,20
3878,No data,150000,0,walk,developer,0,82,14,38,3,64,64,64
3879, Narodnoe Opolchenie ,50000,25,walk,developer,50,0,7,9,1,33,19,7
3880, Kievskaia ,95000,7,walk,agency,0,15,4,10,3,64,64,64
3881, Belomorskaia ,30260,6,walk,agency,0,20,17,17,1,64,64,64
3882, Marina Roshcha ,50000,4,walk,developer,50,0,1,5,2,44,32,6
3883,No data,70000,0,walk,developer,50,34,10,16,2,47,32,8
3884, Pervomaiskaia ,65000,5,walk,owner,0,32,4,5,2,64,64,64
3885, Tcaritcyno ,40000,20,walk,owner,0,17,2,16,1,64,64,64
3886, Shchukinskaia ,45000,15,walk,developer,50,26,3,8,1,64,64,64
3887, Medvedkovo ,50000,10,walk,developer,60,1,6,17,2,64,64,64
3888,No data,60000,0,walk,developer,50,11,9,14,2,54,34,10
3889, Babushkinskaia ,38000,9,walk,developer,50,25,4,12,1,64,64,64
3890, Universitet ,280000,5,walk,owner,0,53,10,15,3,64,64,64
3891, Belomorskaia ,53000,9,walk,developer,50,11,1,12,2,45,32,8
3892, Chistye prudy ,95000,7,walk,developer,0,54,8,8,1,35,20,5
3893,No data,105000,0,walk,developer,50,21,7,25,2,46,32,8
3894, Prospekt Vernadskogo ,45000,7,walk,agency,50,19,7,9,1,5,10,4
3895, Avtozavodskaia ,99000,21,walk,agency,0,0,10,20,1,64,64,64
3896, Fonvizinskaia ,65000,11,walk,developer,50,11,1,12,2,46,32,8
3897, Marino ,44000,15,walk,developer,0,23,17,17,2,54,30,10
3898, Lukhmanovskaia ,38000,12,walk,developer,50,28,10,12,1,38,20,9
3899, Nekrasovka ,45000,13,walk,developer,50,9,14,23,2,45,32,9
3900, Smolenskaia ,110000,9,walk,developer,20,26,6,8,3,64,64,64
3901, Dinamo ,200000,9,walk,developer,0,49,10,20,3,64,64,64
3902, Nakhimovskii prospekt ,60000,3,walk,developer,50,5,3,12,2,45,31,8
3903, Rimskaia ,65000,12,walk,developer,50,25,13,14,1,43,21,10
3904, Oktiabrskoe pole ,50000,4,walk,developer,0,0,2,9,2,47,30,5
3905, Oktiabrskoe pole ,50000,16,walk,developer,50,0,3,9,1,35,19,7
3906, Vladykino ,47000,12,walk,developer,0,56,5,5,1,64,64,64
3907, Ulitca Skobelevskaia ,45000,17,walk,developer,50,23,8,23,1,39,20,10
3908, Bibirevo ,50000,11,walk,developer,50,16,2,12,1,39,20,9
3909,No data,70000,0,walk,developer,50,25,10,17,2,52,33,9
3910, Krylatskoe ,50000,6,walk,developer,100,2,2,17,1,64,64,64
3911, Bulvar Rokossovskogo ,50000,7,walk,developer,50,15,21,31,1,35,19,9
3912, Bratislavskaia ,45000,17,transport,developer,40,86,4,11,1,64,64,64
3913,No data,60000,0,transport,developer,50,8,2,5,2,48,33,7
3914, Timiriazevskaia ,40000,13,walk,developer,70,25,2,5,1,33,20,6
3915,No data,45000,0,walk,developer,50,24,22,22,1,21,13,3
3916, Akademicheskaia ,40000,8,walk,developer,80,17,3,12,1,64,64,64
3917, Bagrationovskaia ,60000,4,walk,developer,50,11,3,5,3,58,43,6
3918,No data,50000,0,walk,developer,50,8,9,12,2,43,31,8
3919, Iugo-Zapadnaia ,48000,14,walk,developer,60,9,2,17,1,64,64,64
3920, Buninskaia Alleia ,29000,17,transport,developer,50,37,3,9,1,64,64,64
3921,No data,110000,0,transport,developer,50,8,11,14,3,84,56,10
3922,No data,45000,0,transport,owner,0,5,13,17,1,64,64,64
3923, Novogireevo ,35000,17,transport,developer,50,13,1,12,1,40,20,9
3924, TcSKA ,65000,7,walk,owner,0,15,5,15,1,64,64,64
3925, Volokolamskaia ,40000,10,walk,developer,50,33,14,17,1,39,20,10
3926,No data,50000,0,walk,developer,50,26,6,19,2,55,35,10
3927, Novogireevo ,45000,21,walk,developer,50,31,6,9,1,33,18,7
3928, Park kultury ,400000,8,walk,developer,0,175,2,5,4,170,100,11
3929, Novoperedelkino ,47000,10,walk,agency,0,14,6,14,1,64,64,64
3930, Tcaritcyno ,52000,4,transport,developer,50,4,7,11,1,43,21,11
3931, Profsoiuznaia ,63000,2,walk,developer,50,10,3,8,2,43,30,7
3932, Bratislavskaia ,50000,6,walk,owner,0,26,1,10,1,1,21,8
3933, Novogireevo ,43000,10,walk,agency,70,1,8,12,2,40,23,8
3934, Izmailovskaia ,35000,2,transport,agency,70,3,3,5,2,44,30,6
3935, Krylatskoe ,50000,19,transport,agency,70,18,5,5,3,56,46,7
3936, Bulvar Rokossovskogo ,60000,16,walk,agency,70,6,3,5,3,64,64,64
3937, Iugo-Zapadnaia ,70000,4,walk,agency,70,10,14,22,2,64,64,64
3938, Liublino ,43000,13,walk,agency,70,32,1,5,1,31,16,6
3939, Alma-Atinskaia ,40000,14,walk,agency,70,24,10,14,1,39,18,9
3940, Nekrasovka ,40000,16,walk,agency,70,22,10,17,1,45,20,14
3941,No data,95000,0,walk,owner,0,9,7,14,2,64,64,64
3942, Belomorskaia ,42000,17,transport,agency,70,4,2,16,1,34,20,13
3943, Medvedkovo ,33000,3,walk,agency,70,17,3,16,1,38,18,10
3944,No data,50000,0,walk,developer,50,18,5,9,1,33,18,7
3945,No data,40000,0,walk,developer,50,22,11,12,2,64,64,64
3946, Nekrasovka ,40000,6,walk,developer,50,25,2,17,1,41,20,10
3947, Dostoevskaia ,97500,4,walk,agency,0,20,8,9,2,64,64,64
3948, Bulvar Rokossovskogo ,45000,17,walk,developer,50,19,4,9,1,35,19,7
3949, Arbatskaia ,150000,12,walk,developer,0,10,4,7,2,44,36,8
3950, Baumanskaia ,65000,8,walk,developer,50,53,1,4,1,23,18,4
3951, Park Pobedy ,68000,7,walk,owner,0,23,10,12,2,55,37,9
3952, Sokol ,400000,13,walk,agency,0,119,6,22,3,150,80,20
3953, Krasnopresnenskaia ,220000,12,walk,agency,0,23,6,8,4,125,82,24
3954, Shchukinskaia ,250000,16,walk,agency,0,41,23,30,3,143,65,67
3955, Krylatskoe ,100000,13,walk,agency,0,16,11,32,2,85,41,17
3956, Ploshchad Ilicha ,137700,9,walk,agency,0,5,2,13,4,64,64,64
3957, Park Pobedy ,100000,11,walk,agency,30,43,3,9,3,68,45,9
3958, Kropotkinskaia ,850000,8,walk,agency,0,118,8,9,5,64,64,64
3959, Krylatskoe ,250000,19,walk,agency,0,136,5,20,3,64,64,64
3960, Maiakovskaia ,250000,8,walk,agency,0,42,7,7,3,64,64,64
3961, Lomonosovskii prospekt ,800000,18,walk,agency,0,60,38,38,4,64,64,64
3962, Sokol ,480000,13,walk,agency,0,130,15,50,3,64,64,64
3963, Tretiakovskaia ,450000,5,walk,agency,0,30,3,3,3,64,64,64
3964, Barrikadnaia ,210000,14,walk,agency,0,20,15,16,3,140,100,20
3965, Ulitca Skobelevskaia ,60000,3,walk,agency,50,20,18,24,3,78,60,11
3966, Strogino ,65000,13,walk,developer,50,16,9,16,2,55,34,10
3967, Botanicheskii sad ,60000,2,walk,developer,50,28,5,26,1,64,64,64
3968, Babushkinskaia ,70000,15,walk,developer,50,4,16,17,3,77,55,10
3969, Konkovo ,43000,16,walk,developer,50,36,10,17,1,39,19,8
3970, Iugo-Zapadnaia ,60000,17,walk,developer,50,33,5,16,2,64,64,64
3971, Vodnyi stadion ,70000,9,walk,developer,50,17,10,24,1,64,64,64
3972, Otradnoe ,45000,13,walk,owner,0,11,13,16,1,64,64,64
3973, Rasskazovka ,65000,7,transport,owner,0,45,3,17,3,83,55,10
3974, Bulvar Rokossovskogo ,65000,7,walk,agency,0,13,25,30,1,64,64,64
3975, Mezhdunarodnaia ,300000,7,walk,developer,0,114,47,75,2,64,64,64
3976,No data,47000,0,walk,developer,50,6,12,12,2,53,33,8
3977, Seligerskaia ,43000,7,walk,developer,50,11,2,14,1,39,20,10
3978, Govorovo ,52000,8,walk,developer,50,19,8,12,1,47,22,12
3979, Rasskazovka ,31000,19,transport,developer,90,4,4,4,1,32,18,7
3980, Kommunarka ,65000,15,transport,agency,0,23,3,15,1,64,64,64
3981,No data,70000,0,transport,developer,20,12,5,19,2,64,64,64
3982, Ulitca 800-letiia Moskvy ,50000,10,walk,developer,50,7,13,19,1,45,18,9
3983, Seligerskaia ,45000,6,walk,developer,50,8,10,22,1,43,21,11
3984, Solntcevo ,65000,19,walk,developer,70,8,6,17,+,64,64,64
3985, Iugo-Zapadnaia ,95000,18,walk,agency,0,2,12,16,3,64,64,64
3986, Okskaia ,35000,4,walk,developer,40,1,2,4,1,35,18,6
3987, Narodnoe Opolchenie ,60000,20,walk,developer,50,16,9,27,2,55,35,10
3988, Iugo-Zapadnaia ,70000,13,walk,developer,30,5,8,17,3,75,46,10
3989, Preobrazhenskaia ploshchad ,65000,14,transport,developer,50,15,7,13,2,60,36,10
3990, Marino ,47000,10,walk,developer,0,6,13,14,1,45,21,12
3991, Zhulebino ,100000,14,walk,owner,0,5,20,24,3,120,60,17
3992, Leninskii prospekt ,70000,6,walk,developer,50,11,9,11,2,38,28,8
3993,No data,38000,0,walk,developer,0,13,8,17,1,64,64,64
3994, Chertanovskaia ,70000,10,walk,developer,40,3,9,17,2,62,35,14
3995,No data,32510,0,walk,agency,0,39,3,17,1,64,64,64
3996, Domodedovskaia ,44000,10,walk,developer,30,16,4,16,2,64,64,64
3997, Akademicheskaia ,100000,10,walk,developer,50,26,10,18,2,64,64,64
3998, Ramenki ,130000,11,walk,developer,50,23,16,52,2,64,64,64
3999, Belomorskaia ,50000,8,walk,developer,50,1,5,9,2,40,29,7
4000, Sviblovo ,47000,7,walk,developer,50,9,11,17,1,33,18,8
4001, Vodnyi stadion ,40000,14,walk,owner,0,1,2,12,1,64,64,64
4002, Maiakovskaia ,70000,7,walk,developer,50,18,9,17,1,38,20,10
4003, Seligerskaia ,32510,12,walk,agency,0,21,2,9,1,64,64,64
4004, Prokshino ,50000,14,walk,agency,100,0,4,4,2,64,64,64
4005, Mezhdunarodnaia ,390000,2,walk,developer,0,184,34,85,3,64,64,64
4006, Medvedkovo ,37000,15,walk,developer,0,13,6,9,1,4,21,6
